corpus	sent_id	left	node	right	node_sentences	usage
ind_mixed_2012_1M	620828	Televisi yang berbasis tabung kemudian diawali dari tahun 1897, yakni ketika Karl Ferdinand Braun menciptakan CRT dengan layar yang dapat berpendar saat	dikenai	listrik.	Televisi yang berbasis tabung kemudian diawali dari tahun 1897, yakni ketika Karl Ferdinand Braun menciptakan CRT dengan layar yang dapat berpendar saat <m>dikenai</m> listrik.	physical_touch
ind_mixed_2012_1M	196878	Apalagi ketika ia melihat Ki Widura semakin sering	dikenai	serangan-serangan Agung Sedayu sehingga setiap kali Ki Widura itu terlempar jatuh dan harus meloncat berdiri dan bersiap menghadapi serangan-serangan berikutnya.	Apalagi ketika ia melihat Ki Widura semakin sering <m>dikenai</m> serangan-serangan Agung Sedayu sehingga setiap kali Ki Widura itu terlempar jatuh dan harus meloncat berdiri dan bersiap menghadapi serangan-serangan berikutnya.	physical_touch
ind_mixed_2012_1M	415136	Bayangkan saja, dalam sebulan parkir langganan di sana	dikenai	578,87 pound sterling atau sekitar Rp8,3 juta.	Bayangkan saja, dalam sebulan parkir langganan di sana <m>dikenai</m> 578,87 pound sterling atau sekitar Rp8,3 juta.	subject to/imposed
ind_mixed_2012_1M	181704	Perbuatan tersebut merupakan maksiat dan	dikenai	ancaman yang keras.	Perbuatan tersebut merupakan maksiat dan <m>dikenai</m> ancaman yang keras.	subject to/imposed
ind_mixed_2012_1M	448203	Caroline Cartwright	dikenai	aturan Asbo (Anti-Social Behaviour Order) yang melarangnya tidak bersuara berisik saat berhubungan seks.	Caroline Cartwright <m>dikenai</m> aturan Asbo (Anti-Social Behaviour Order) yang melarangnya tidak bersuara berisik saat berhubungan seks.	subject to/imposed
ind_mixed_2012_1M	817825	Misalnya, pembelian buku didanai oleh pemerintah, tetapi peminjamannya dapat diatur sebagai jasa yang	dikenai	bayaran.	Misalnya, pembelian buku didanai oleh pemerintah, tetapi peminjamannya dapat diatur sebagai jasa yang <m>dikenai</m> bayaran.	subject to/imposed
ind_mixed_2012_1M	166201	Aturan monopoli garam yang ditetapkan Kristen Inggris berisi larangan bagi rakyat India untuk mengumpulkan atau menjual garam dan paksaan untuk membeli garam dari Inggris yang telah	dikenai	bea pajak yang tinggi.	Aturan monopoli garam yang ditetapkan Kristen Inggris berisi larangan bagi rakyat India untuk mengumpulkan atau menjual garam dan paksaan untuk membeli garam dari Inggris yang telah <m>dikenai</m> bea pajak yang tinggi.	subject to/imposed
ind_mixed_2012_1M	953000	Sebab, selain diperlukan banyak syarat, juga	dikenai	berbagai komponen biaya sebagai konsekuensinya.	Sebab, selain diperlukan banyak syarat, juga <m>dikenai</m> berbagai komponen biaya sebagai konsekuensinya.	subject to/imposed
ind_mixed_2012_1M	700705	Awalnya pada 7 Agustus 2007 saya menghubungi Citibank untuk membatalkan kartu tambahan saya dengan alasan sudah tidak membutuhkannya lagi, selain karena	dikenai	biaya iuran tahunan.	Awalnya pada 7 Agustus 2007 saya menghubungi Citibank untuk membatalkan kartu tambahan saya dengan alasan sudah tidak membutuhkannya lagi, selain karena <m>dikenai</m> biaya iuran tahunan.	subject to/imposed
ind_mixed_2012_1M	52449	Kemudian saya melapor ke Customer service BCA agar tidak	dikenai	biaya keterlambatan (nomor laporan 3596630- bapak Boni).	Kemudian saya melapor ke Customer service BCA agar tidak <m>dikenai</m> biaya keterlambatan (nomor laporan 3596630- bapak Boni).	subject to/imposed
ind_mixed_2012_1M	987459	Sedangkan biaya yang harus kami bayarkan berbilang juta, mendekati limabelas juta Rupiah sebab untuk hibah	dikenai	biaya pajak hibah yang tidak sedikit, meski bebas dari pajak jual-beli dikarenakan sifatnya bukan merupakan harta jual-beli.	Sedangkan biaya yang harus kami bayarkan berbilang juta, mendekati limabelas juta Rupiah sebab untuk hibah <m>dikenai</m> biaya pajak hibah yang tidak sedikit, meski bebas dari pajak jual-beli dikarenakan sifatnya bukan merupakan harta jual-beli.	subject to/imposed
ind_mixed_2012_1M	765304	Apalagi	dikenai	biaya pengiriman.	Apalagi <m>dikenai</m> biaya pengiriman.	subject to/imposed
ind_mixed_2012_1M	55466	Menariknya, akses peta tersebut relatif lebih cepat ketimbang Google Maps dan tanpa	dikenai	biaya roaming untuk data.	Menariknya, akses peta tersebut relatif lebih cepat ketimbang Google Maps dan tanpa <m>dikenai</m> biaya roaming untuk data.	subject to/imposed
ind_mixed_2012_1M	140841	Tanggal 29 Mei 2007 saya ditelepon oleh pihak Olympus jika barang ingin dikirim ke alamat	dikenai	biaya Rp 20.000.	Tanggal 29 Mei 2007 saya ditelepon oleh pihak Olympus jika barang ingin dikirim ke alamat <m>dikenai</m> biaya Rp 20.000.	subject to/imposed
ind_mixed_2012_1M	561134	Ketika disinggung tentang biaya pembayaran, Hadi menyatakan untuk peserta PKM tidak dipungut biaya, sedangkan untuk peserta Non-PKM dan penggembira	dikenai	biaya Rp.	Ketika disinggung tentang biaya pembayaran, Hadi menyatakan untuk peserta PKM tidak dipungut biaya, sedangkan untuk peserta Non-PKM dan penggembira <m>dikenai</m> biaya Rp.	subject to/imposed
ind_mixed_2012_1M	302404	Apabila membatalkan pesanan paket itu, saya akan	dikenai	biaya sebesar 60 persen dari harga paket Rp 1.999.	Apabila membatalkan pesanan paket itu, saya akan <m>dikenai</m> biaya sebesar 60 persen dari harga paket Rp 1.999.	subject to/imposed
ind_mixed_2012_1M	194894	Untuk berlangganan layanan ini selama setahun,	dikenai	biaya sebesar 69 USD 99 USD.	Untuk berlangganan layanan ini selama setahun, <m>dikenai</m> biaya sebesar 69 USD 99 USD.	subject to/imposed
ind_mixed_2012_1M	406701	Lakukan saja di tempat ini. teman saya mbak indri dan mas eka yang lagi hanimun. view dari resto Untuk menuju ke pantainya, anda akan	dikenai	biaya sebesar IDR 250k sudah termasuk voucher makan/minum sebesar IDR 100k.	Lakukan saja di tempat ini. teman saya mbak indri dan mas eka yang lagi hanimun. view dari resto Untuk menuju ke pantainya, anda akan <m>dikenai</m> biaya sebesar IDR 250k sudah termasuk voucher makan/minum sebesar IDR 100k.	subject to/imposed
ind_mixed_2012_1M	48585	Mesin yang diberikan dikelolah oleh masyarakat, dan tiap rumah pada umumnya	dikenai	biaya sekitar Rp100 ribu per bulan, dan ini tergantung dari pemakaian.	Mesin yang diberikan dikelolah oleh masyarakat, dan tiap rumah pada umumnya <m>dikenai</m> biaya sekitar Rp100 ribu per bulan, dan ini tergantung dari pemakaian.	subject to/imposed
ind_mixed_2012_1M	943069	Konsumen nggak perlu datang ke toko, cukup telepon atau SMS alamat atau posisi dan jenis atau merek aki yang dibutuhkan, karyawan saya siap mengantar tanpa	dikenai	"biaya tambahan,"" promosi Alfan Hariyanto."	"Konsumen nggak perlu datang ke toko, cukup telepon atau SMS alamat atau posisi dan jenis atau merek aki yang dibutuhkan, karyawan saya siap mengantar tanpa <m>dikenai</m> biaya tambahan,"" promosi Alfan Hariyanto."	subject to/imposed
ind_mixed_2012_1M	703714	Menurut Edi, pemberangkatan KM Sinabung tidak	dikenai	biaya tiket alias gratis.	Menurut Edi, pemberangkatan KM Sinabung tidak <m>dikenai</m> biaya tiket alias gratis.	subject to/imposed
ind_mixed_2012_1M	960839	Dalam UU tersebut tercantum satu ayat yang sangat penting (''bagi pers nasional tidak	dikenai	"breidel""), dan sebagai konsekwensinya dicantumkan pula satu ayat pendukungnya yang menyebutkan bahwa SIT (Surat Izin Terbit) hanya berlaku selama masa transisi."	"Dalam UU tersebut tercantum satu ayat yang sangat penting (''bagi pers nasional tidak <m>dikenai</m> breidel""), dan sebagai konsekwensinya dicantumkan pula satu ayat pendukungnya yang menyebutkan bahwa SIT (Surat Izin Terbit) hanya berlaku selama masa transisi."	subject to/imposed
ind_mixed_2012_1M	798941	Dari awal sudah saya sampaikan kepada Bank Danamon (Saudara Chandra, bagian collection) bahwa saya akan membayar dengan cara mencicil dan meminta keringanan untuk tidak	dikenai	bunga setelah tagihan Mei 2007 atau setelah yang bersangkutan meninggal.	Dari awal sudah saya sampaikan kepada Bank Danamon (Saudara Chandra, bagian collection) bahwa saya akan membayar dengan cara mencicil dan meminta keringanan untuk tidak <m>dikenai</m> bunga setelah tagihan Mei 2007 atau setelah yang bersangkutan meninggal.	subject to/imposed
ind_mixed_2012_1M	617269	Aneh, mengapa terus	dikenai	bunga?	Aneh, mengapa terus <m>dikenai</m> bunga?	subject to/imposed
ind_mixed_2012_1M	986496	Jika hutang tersebut dilunasi sebelum jatuh tempo, maka Anda tidak akan	dikenai	bunga.	Jika hutang tersebut dilunasi sebelum jatuh tempo, maka Anda tidak akan <m>dikenai</m> bunga.	subject to/imposed
ind_mixed_2012_1M	98187	Di Banglades, di mana pasukan keamanan telah dituduh oleh Human Rights Watch melakukan pelanggaran HAM, tersangka bisa ditahan sampai sebulan tanpa	dikenai	dakwaan.	Di Banglades, di mana pasukan keamanan telah dituduh oleh Human Rights Watch melakukan pelanggaran HAM, tersangka bisa ditahan sampai sebulan tanpa <m>dikenai</m> dakwaan.	subject to/imposed
ind_mixed_2012_1M	286238	"Warga Norwegia yang tertangkap ""membeli"" jasa seks, meskipun dia luar negeri, kini dapat"	dikenai	denda atau diganjar hukuman penjara 6 bulan.	"Warga Norwegia yang tertangkap ""membeli"" jasa seks, meskipun dia luar negeri, kini dapat <m>dikenai</m> denda atau diganjar hukuman penjara 6 bulan."	subject to/imposed
ind_mixed_2012_1M	393076	Kalau pihak pembawa kartu terlambat membayarnya dalam waktu yang telah ditentukan, ia akan	dikenai	denda keterlam-batan.	Kalau pihak pembawa kartu terlambat membayarnya dalam waktu yang telah ditentukan, ia akan <m>dikenai</m> denda keterlam-batan.	subject to/imposed
ind_mixed_2012_1M	330716	Gelandang bertahan Persib yang juga pemain timnas itu juga	dikenai	denda Rp 50 juta.	Gelandang bertahan Persib yang juga pemain timnas itu juga <m>dikenai</m> denda Rp 50 juta.	subject to/imposed
ind_mixed_2012_1M	299424	Akhirnya mereka dikenai sanksi oleh pengadilan untuk mengganti bonus yang mereka terima dari 1998-2004 sebesar lebih dari $115 juta dan	dikenai	denda sebesar $100 juta atas skandal akuntansi yang telah mereka lakukan.	Akhirnya mereka dikenai sanksi oleh pengadilan untuk mengganti bonus yang mereka terima dari 1998-2004 sebesar lebih dari $115 juta dan <m>dikenai</m> denda sebesar $100 juta atas skandal akuntansi yang telah mereka lakukan.	subject to/imposed
ind_mixed_2012_1M	332697	Mereka akan	dikenai	"denda,"" kata seorang staf Badan Pemadam Kebakaran Nasional."	"Mereka akan <m>dikenai</m> denda,"" kata seorang staf Badan Pemadam Kebakaran Nasional."	subject to/imposed
ind_mixed_2012_1M	357913	Sebaliknya, jika konsumsinya melebihi 60 kwh,	dikenai	disinsentif atau tarif yang lebih mahal.	Sebaliknya, jika konsumsinya melebihi 60 kwh, <m>dikenai</m> disinsentif atau tarif yang lebih mahal.	subject to/imposed
ind_mixed_2012_1M	187280	Disebutkan juga bahwa sekalipun Iran	dikenai	embargo di sejumlah bidang, namun program kerja sama itu dipastikan aman secara finansial.	Disebutkan juga bahwa sekalipun Iran <m>dikenai</m> embargo di sejumlah bidang, namun program kerja sama itu dipastikan aman secara finansial.	subject to/imposed
ind_mixed_2012_1M	407218	Ia termasyhur karena puisinya tentang Holocaust. bahwa di Chico, California, Amerika Serikat, meledakkan sebuah peralatan nuklir di dalam batas kota dapat	dikenai	ganjaran US$500?	Ia termasyhur karena puisinya tentang Holocaust. bahwa di Chico, California, Amerika Serikat, meledakkan sebuah peralatan nuklir di dalam batas kota dapat <m>dikenai</m> ganjaran US$500?	subject to/imposed
ind_mixed_2012_1M	399597	Populasi (universe) adalah kelompok obyek yang diteliti dan	dikenai	generalisasi hasil penelitian atau keseluruhan unit analisa yang ciri-cirinya akan diduga.	Populasi (universe) adalah kelompok obyek yang diteliti dan <m>dikenai</m> generalisasi hasil penelitian atau keseluruhan unit analisa yang ciri-cirinya akan diduga.	subject to/imposed
ind_mixed_2012_1M	29723	""" Untuk hari biasa, kata Ayat, ke Pemalang cuma"	dikenai	harga Rp30.	""" Untuk hari biasa, kata Ayat, ke Pemalang cuma <m>dikenai</m> harga Rp30."	subject to/imposed
ind_mixed_2012_1M	588003	Seorang wali yang	dikenai	hudud akan diberi pahala dan sebenarnya ia tidak berdosa, seperti Al-Hallaj dan orang-orang yang senasib dengannya.	Seorang wali yang <m>dikenai</m> hudud akan diberi pahala dan sebenarnya ia tidak berdosa, seperti Al-Hallaj dan orang-orang yang senasib dengannya.	subject to/imposed
ind_mixed_2012_1M	776893	Mereka diperbolehkan tetap dalam agamanya masing-masing, bahkan dalam hal khusus, mereka tidak akan	dikenai	hukum syari'ah.	Mereka diperbolehkan tetap dalam agamanya masing-masing, bahkan dalam hal khusus, mereka tidak akan <m>dikenai</m> hukum syari'ah.	subject to/imposed
ind_mixed_2012_1M	275148	Konsekuensinya, ia tidak dapat	dikenai	hukum yang bersifat keduniawian (hukum negara dan lainnnya), tidak termasuk didalamnya hukum syariat peribadatan sebagaimana ketentuan syariah.	Konsekuensinya, ia tidak dapat <m>dikenai</m> hukum yang bersifat keduniawian (hukum negara dan lainnnya), tidak termasuk didalamnya hukum syariat peribadatan sebagaimana ketentuan syariah.	subject to/imposed
ind_mixed_2012_1M	92069	Dalam Islam, seorang muslim tidak bisa	dikenai	hukuman apa pun karena membeli makanan yang haram.	Dalam Islam, seorang muslim tidak bisa <m>dikenai</m> hukuman apa pun karena membeli makanan yang haram.	subject to/imposed
ind_mixed_2012_1M	984429	Cuevas akan diplot untuk menggantikan Maniche yang	dikenai	hukuman larangan tampil karena dikartu merah saat menghadapi Getafe, pekan lalu.	Cuevas akan diplot untuk menggantikan Maniche yang <m>dikenai</m> hukuman larangan tampil karena dikartu merah saat menghadapi Getafe, pekan lalu.	subject to/imposed
ind_mixed_2012_1M	817813	Sebagian lagi	dikenai	hukuman massa.	Sebagian lagi <m>dikenai</m> hukuman massa.	subject to/imposed
ind_mixed_2012_1M	13433	Berdasarkan undang-undang tersebut, setiap orang yang menolak Holocaust dan meragukan kisah tentang terbantainya enam juta orang Yahudi di Eropa, akan	dikenai	hukuman penjara atau denda.	Berdasarkan undang-undang tersebut, setiap orang yang menolak Holocaust dan meragukan kisah tentang terbantainya enam juta orang Yahudi di Eropa, akan <m>dikenai</m> hukuman penjara atau denda.	subject to/imposed
ind_mixed_2012_1M	408647	"Atau dalam kata-kata Ranggawarsita, pujangga Jawa legendaris itu, menyebabkan ""jaman edan"": yang harus dikritik tidak dikritik, yang harus"	dikenai	hukuman tetap bebas, yang korup dijadikan pimpinan, yang jujur tergusur.	"Atau dalam kata-kata Ranggawarsita, pujangga Jawa legendaris itu, menyebabkan ""jaman edan"": yang harus dikritik tidak dikritik, yang harus <m>dikenai</m> hukuman tetap bebas, yang korup dijadikan pimpinan, yang jujur tergusur."	subject to/imposed
ind_mixed_2012_1M	859068	Sementara itu, pembunuhan terhadap binatang oleh seorang bhikkhu,	dikenai	hukuman yang lebih ringan; yaitu pâcittiya –suatu kesalahan yang membuat seorang bhikkhu diwajibkan untuk mengaku di hadapan bhikkhu lain.	Sementara itu, pembunuhan terhadap binatang oleh seorang bhikkhu, <m>dikenai</m> hukuman yang lebih ringan; yaitu pâcittiya –suatu kesalahan yang membuat seorang bhikkhu diwajibkan untuk mengaku di hadapan bhikkhu lain.	subject to/imposed
ind_mixed_2012_1M	944133	Ketiga, mencari, menemukan dan mengejar koruptor buron yang sudah	dikenai	hukuman.	Ketiga, mencari, menemukan dan mengejar koruptor buron yang sudah <m>dikenai</m> hukuman.	subject to/imposed
ind_mixed_2012_1M	929079	Ujungnya, Estrada menjadi presiden pertama yang	dikenai	impeachment pada 2001 lalu.	Ujungnya, Estrada menjadi presiden pertama yang <m>dikenai</m> impeachment pada 2001 lalu.	subject to/imposed
ind_mixed_2012_1M	77176	Mereka merasa lega karena tidak lagi	dikenai	kewajiban menarik iuran sampah kepada pedagang Keputran.	Mereka merasa lega karena tidak lagi <m>dikenai</m> kewajiban menarik iuran sampah kepada pedagang Keputran.	subject to/imposed
ind_mixed_2012_1M	143954	Dia	dikenai	kewajiban untuk beribadah.	Dia <m>dikenai</m> kewajiban untuk beribadah.	subject to/imposed
ind_mixed_2012_1M	180193	Nisab adalah batas minimum tidak	dikenai	kewajiban zakat.	Nisab adalah batas minimum tidak <m>dikenai</m> kewajiban zakat.	subject to/imposed
ind_mixed_2012_1M	936548	''Aku mencintai Zat yang membuatku sadar akan anugerah, yang berbagai macam karunia-Nya menyebabkanku	dikenai	kewajiban, yang dekat dengan segenap kalbu, yang mengabulkan orang-orang yang membutuhkan,'' ujarnya.	''Aku mencintai Zat yang membuatku sadar akan anugerah, yang berbagai macam karunia-Nya menyebabkanku <m>dikenai</m> kewajiban, yang dekat dengan segenap kalbu, yang mengabulkan orang-orang yang membutuhkan,'' ujarnya.	subject to/imposed
ind_mixed_2012_1M	192022	Karena, semua yang mengemban fungsi mengikut (tabi’iyah), meski agama, jenis bangsa, dan mazhab mereka berbeda,	dikenai	khithab dengan hukum-hukum syari’at Islam.	Karena, semua yang mengemban fungsi mengikut (tabi’iyah), meski agama, jenis bangsa, dan mazhab mereka berbeda, <m>dikenai</m> khithab dengan hukum-hukum syari’at Islam.	subject to/imposed
ind_mixed_2012_1M	183938	Dalam tagihan bulan Juni 2007 ternyata untuk Lippo Lady (Master) saya	dikenai	monthly fee sebesar Rp 25.000.	Dalam tagihan bulan Juni 2007 ternyata untuk Lippo Lady (Master) saya <m>dikenai</m> monthly fee sebesar Rp 25.000.	subject to/imposed
ind_mixed_2012_1M	388712	Jika ia ingin menjadi ‘perempuan’ ia harus mau	dikenai	norma(lisasi), yaitu menikah dan punya anak.	Jika ia ingin menjadi ‘perempuan’ ia harus mau <m>dikenai</m> norma(lisasi), yaitu menikah dan punya anak.	subject to/imposed
ind_mixed_2012_1M	277787	Kalau hanya servis pompa air, tanpa mengganti spareparts	dikenai	ongkos 35 ribu rupiah.	Kalau hanya servis pompa air, tanpa mengganti spareparts <m>dikenai</m> ongkos 35 ribu rupiah.	subject to/imposed
ind_mixed_2012_1M	299749	Opsi pertama, meminta agar keputusan terbuka atau tertutup itu ditanyakan kepada Panglima TNI Laksamana Widodo AS. Opsi kedua, uji kepatutan dilakukan seperti yang pernah	dikenai	pada Kapolri Jenderal Da'i Bachtiar.	Opsi pertama, meminta agar keputusan terbuka atau tertutup itu ditanyakan kepada Panglima TNI Laksamana Widodo AS. Opsi kedua, uji kepatutan dilakukan seperti yang pernah <m>dikenai</m> pada Kapolri Jenderal Da'i Bachtiar.	subject to/imposed
ind_mixed_2012_1M	498354	Jika gandum di PEA atau di Oman, Qatar, masuk ke pasaran Indonesia melalui pelabuhan Tanjung Priok dan Surabaya, jika tanpa	dikenai	pajak impor akan jauh lebih murah harganya produksi pabrik Bogosari.	Jika gandum di PEA atau di Oman, Qatar, masuk ke pasaran Indonesia melalui pelabuhan Tanjung Priok dan Surabaya, jika tanpa <m>dikenai</m> pajak impor akan jauh lebih murah harganya produksi pabrik Bogosari.	subject to/imposed
ind_mixed_2012_1M	50987	Sedangkan warga nonmuslim tidak	dikenai	pajak ini secara mutlak dan hanya dikenai pajak kepala.	Sedangkan warga nonmuslim tidak <m>dikenai</m> pajak ini secara mutlak dan hanya dikenai pajak kepala.	subject to/imposed
ind_mixed_2012_1M	871517	Berbagai barang yang diperlukan untuk membuat film tetap akan tambah mahal karena	dikenai	pajak ini-itu.	Berbagai barang yang diperlukan untuk membuat film tetap akan tambah mahal karena <m>dikenai</m> pajak ini-itu.	subject to/imposed
ind_mixed_2012_1M	50987	Sedangkan warga nonmuslim tidak dikenai pajak ini secara mutlak dan hanya	dikenai	pajak kepala.	Sedangkan warga nonmuslim tidak dikenai pajak ini secara mutlak dan hanya <m>dikenai</m> pajak kepala.	subject to/imposed
ind_mixed_2012_1M	217932	Kita	dikenai	pajak ketika kita mendapatkan uang, membelanjakan uang, menabung, meninvestasikan uang, dan meninggal.	Kita <m>dikenai</m> pajak ketika kita mendapatkan uang, membelanjakan uang, menabung, meninvestasikan uang, dan meninggal.	subject to/imposed
ind_mixed_2012_1M	54498	000, bank	dikenai	pajak lagi.	000, bank <m>dikenai</m> pajak lagi.	subject to/imposed
ind_mixed_2012_1M	407547	Padahal dulu	dikenai	pajak peningkatan hak lho, menguntungkan 'kan?	Padahal dulu <m>dikenai</m> pajak peningkatan hak lho, menguntungkan 'kan?	subject to/imposed
ind_mixed_2012_1M	493544	Sebab ini tak bersifat jual-beli sehingga tak	dikenai	pajak penjualan dan pembelian.	Sebab ini tak bersifat jual-beli sehingga tak <m>dikenai</m> pajak penjualan dan pembelian.	subject to/imposed
ind_mixed_2012_1M	601089	Jika Anda pernah menjual motor yang masih terregristrasi atas nama Anda, maka otomatis motor yang anda miliki saat ini tetap	dikenai	pajak progresif yang dibebankan pada Anda.	Jika Anda pernah menjual motor yang masih terregristrasi atas nama Anda, maka otomatis motor yang anda miliki saat ini tetap <m>dikenai</m> pajak progresif yang dibebankan pada Anda.	subject to/imposed
ind_mixed_2012_1M	296558	Sedangkan motor kedua akan	dikenai	pajak sebesar 2 persen.	Sedangkan motor kedua akan <m>dikenai</m> pajak sebesar 2 persen.	subject to/imposed
ind_mixed_2012_1M	770186	Untuk sepeda motor ketiga,	dikenai	pajak sebesar 2,5 persen.	Untuk sepeda motor ketiga, <m>dikenai</m> pajak sebesar 2,5 persen.	subject to/imposed
ind_mixed_2012_1M	228010	Nah pada saat bank membeli motor dari dealer A seharga 15 juta, bank sebenarnya sudah	dikenai	pajak, dimana harga yang Rp.	Nah pada saat bank membeli motor dari dealer A seharga 15 juta, bank sebenarnya sudah <m>dikenai</m> pajak, dimana harga yang Rp.	subject to/imposed
ind_mixed_2012_1M	79901	Tidak adanya undang-undang itu bukan berarti parkir pesawat tidak dapat	dikenai	pajak.	Tidak adanya undang-undang itu bukan berarti parkir pesawat tidak dapat <m>dikenai</m> pajak.	subject to/imposed
ind_mixed_2012_1M	164164	Pada tuntutan subsider, keduanya	dikenai	pasal 3 juncto pasal 18 UU Pemberantasan Tipikor.	Pada tuntutan subsider, keduanya <m>dikenai</m> pasal 3 juncto pasal 18 UU Pemberantasan Tipikor.	subject to/imposed
ind_mixed_2012_1M	180630	Selain tak nasionalis, saya bisa	dikenai	pasal menjatuhkan kewibaawan karya anak negeri!	Selain tak nasionalis, saya bisa <m>dikenai</m> pasal menjatuhkan kewibaawan karya anak negeri!	subject to/imposed
ind_mixed_2012_1M	361651	Bahkan, jika dalam melakukan penggalian TNI telah mengetahui konteks KUHAP, TNI bisa	dikenai	pasal penghilangan barang bukti.	Bahkan, jika dalam melakukan penggalian TNI telah mengetahui konteks KUHAP, TNI bisa <m>dikenai</m> pasal penghilangan barang bukti.	subject to/imposed
ind_mixed_2012_1M	503707	“Sekarang saya akan peragakan bagaimana kaum pria juga bisa	dikenai	pasal undang-undang ini” katanya sambil membuka celana Grace tampak terhenyak melihat penis Ali Muchtar begitu benda itu menyeruak keluar dari balik celana dalam pria itu.	“Sekarang saya akan peragakan bagaimana kaum pria juga bisa <m>dikenai</m> pasal undang-undang ini” katanya sambil membuka celana Grace tampak terhenyak melihat penis Ali Muchtar begitu benda itu menyeruak keluar dari balik celana dalam pria itu.	subject to/imposed
ind_mixed_2012_1M	856122	Kalimat pasif adalah suatu kalimat yang subjeknya	dikenai	pekerjaan atau perbuatan.	Kalimat pasif adalah suatu kalimat yang subjeknya <m>dikenai</m> pekerjaan atau perbuatan.	subject to/imposed
ind_mixed_2012_1M	568703	Syekh Yusuf Qardhawi mengingatkan bahwa kaum muslimin	dikenai	pengeluaran yang justru lebih besar untuk pembiayaan zakat.	Syekh Yusuf Qardhawi mengingatkan bahwa kaum muslimin <m>dikenai</m> pengeluaran yang justru lebih besar untuk pembiayaan zakat.	subject to/imposed
