corpus	sent_id	left	node	right	node_sentences	usage
ind_mixed_2012_1M	838221	Untuk Belanda, kerja sama ini perlu diubah karena penghasilan bunga dikenakan royalty nol persen sehingga Indonesia tidak berhak	mengenakan	pajak pada pengusaha belanda atas bunganya.	Untuk Belanda, kerja sama ini perlu diubah karena penghasilan bunga dikenakan royalty nol persen sehingga Indonesia tidak berhak <m>mengenakan</m> pajak pada pengusaha belanda atas bunganya.	impose
ind_mixed_2012_1M	103919	Pemerintah harus	mengenakan	pajak pada yang kaya untuk di pakai memberi bantuan dan merangsang produktivitas kepada bagian masyarakat yang kecil serta ya ng membutuhkan.	Pemerintah harus <m>mengenakan</m> pajak pada yang kaya untuk di pakai memberi bantuan dan merangsang produktivitas kepada bagian masyarakat yang kecil serta ya ng membutuhkan.	impose
ind_mixed_2012_1M	787664	Sebab, Kantor Bea dan Cukai akan	mengenakan	pajak terhadap barang-barang yang nilainya di atas 250 dolar Amerika Serikat.	Sebab, Kantor Bea dan Cukai akan <m>mengenakan</m> pajak terhadap barang-barang yang nilainya di atas 250 dolar Amerika Serikat.	impose
ind_mixed_2012_1M	93819	Dalam hal Pemerintah	mengenakan	pajak, jangan sampai wajib pajak berkurang kemampuannya untuk bekerja karena sangat sederhananya tingkat konsumsi wajib pajak sehingga kesehatannya terganggu.	Dalam hal Pemerintah <m>mengenakan</m> pajak, jangan sampai wajib pajak berkurang kemampuannya untuk bekerja karena sangat sederhananya tingkat konsumsi wajib pajak sehingga kesehatannya terganggu.	impose
ind_mixed_2012_1M	578729	Bukannya mengakomodasi kemajuan kesadaran politik yang beradab daam solusi Timor Timur, penguasa malah mengecam dan bila perlu	mengenakan	pasal-pasal subversi atas rakyatnya sendiri.	Bukannya mengakomodasi kemajuan kesadaran politik yang beradab daam solusi Timor Timur, penguasa malah mengecam dan bila perlu <m>mengenakan</m> pasal-pasal subversi atas rakyatnya sendiri.	impose
ind_mixed_2012_1M	943730	Oleh karena itu, pendekatan yang ditempuh oleh Model Law adalah	mengenakan	persyaratan minim (Ôminimum requirementÕ), seperti tampak dalam pasal 8 tersebut di atas.	Oleh karena itu, pendekatan yang ditempuh oleh Model Law adalah <m>mengenakan</m> persyaratan minim (Ôminimum requirementÕ), seperti tampak dalam pasal 8 tersebut di atas.	impose
ind_mixed_2012_1M	894844	Yaitu partai yang membolehkan setiap orang menjadi anggota dan	mengenakan	persyaratan yang sangat ringan atau tidak ada sama sekali bagi keanggotaannya.	Yaitu partai yang membolehkan setiap orang menjadi anggota dan <m>mengenakan</m> persyaratan yang sangat ringan atau tidak ada sama sekali bagi keanggotaannya.	impose
ind_mixed_2012_1M	71687	Majelis ini dapat	mengenakan	sanksi berupa pemberhentian keanggotaan sementara atau tetap.	Majelis ini dapat <m>mengenakan</m> sanksi berupa pemberhentian keanggotaan sementara atau tetap.	impose
ind_mixed_2012_1M	95958	Namun, perusahaan pemegang merek hanya berhak melarang, tidak bisa	mengenakan	sanksi kepada depo maupun konsumen.	Namun, perusahaan pemegang merek hanya berhak melarang, tidak bisa <m>mengenakan</m> sanksi kepada depo maupun konsumen.	impose
ind_mixed_2012_1M	209926	Karena syarat mutlak untuk	mengenakan	sanksi pidana mati, bahwa ketika korupsi dilakukan negara dikatakan dalam keadaan krisis moneter dan bencana alam, serta adanya pengulangan pidana (recidive).	Karena syarat mutlak untuk <m>mengenakan</m> sanksi pidana mati, bahwa ketika korupsi dilakukan negara dikatakan dalam keadaan krisis moneter dan bencana alam, serta adanya pengulangan pidana (recidive).	impose
ind_mixed_2012_1M	297248	Pembekuan tersebut diperkuat dengan UU No. 5 tahun 1964 yang	mengenakan	sanksi terhadap mereka yang memiliki radio pemancar tanpa seizin pihak yang berwenang.	Pembekuan tersebut diperkuat dengan UU No. 5 tahun 1964 yang <m>mengenakan</m> sanksi terhadap mereka yang memiliki radio pemancar tanpa seizin pihak yang berwenang.	impose
ind_mixed_2012_1M	779405	Pimpinan Pusat Ikatan Pers Mahasiswa Indonesia atas nasehat dan petunjuk Dewan Kehormatan	mengenakan	sanksi-sanksi terhadap pelanggaran Kode Etik Pers Mahasiswa dalam bentuk pemberhentian sementara dan pemecatan.	Pimpinan Pusat Ikatan Pers Mahasiswa Indonesia atas nasehat dan petunjuk Dewan Kehormatan <m>mengenakan</m> sanksi-sanksi terhadap pelanggaran Kode Etik Pers Mahasiswa dalam bentuk pemberhentian sementara dan pemecatan.	impose
ind_mixed_2012_1M	905873	Situs-situs yang menyediakan jasa virtual makeover di internet, biasanya akan	mengenakan	sejumlah fee kepada konsumen yang tertarik untuk menggunakan jasanya.	Situs-situs yang menyediakan jasa virtual makeover di internet, biasanya akan <m>mengenakan</m> sejumlah fee kepada konsumen yang tertarik untuk menggunakan jasanya.	impose
ind_mixed_2012_1M	69007	Dan untuk membayar pegawai, tentu Mas Priyadi	mengenakan	tarif jasa yang lebih mahal kepada klien dia, dibandingkan ketika dia sendiri yang menjadi konsultan.	Dan untuk membayar pegawai, tentu Mas Priyadi <m>mengenakan</m> tarif jasa yang lebih mahal kepada klien dia, dibandingkan ketika dia sendiri yang menjadi konsultan.	impose
ind_mixed_2012_1M	749033	Sistem kelistrikan swasta sendiri	mengenakan	tarif produksi secara proporsional.	Sistem kelistrikan swasta sendiri <m>mengenakan</m> tarif produksi secara proporsional.	impose
ind_mixed_2012_1M	511246	"Belum ada yang balik komplain atau mengeluh patah,"" kata pria yang"	mengenakan	tarif Rp 150 ribu untuk pengerjaan ini.	"Belum ada yang balik komplain atau mengeluh patah,"" kata pria yang <m>mengenakan</m> tarif Rp 150 ribu untuk pengerjaan ini."	impose
ind_mixed_2012_1M	132622	Ini untuk menghindari kenakalan pedagang yang tidak jarang	mengenakan	tarif seenaknya.	Ini untuk menghindari kenakalan pedagang yang tidak jarang <m>mengenakan</m> tarif seenaknya.	impose
ind_mixed_2012_1M	201361	Kecuali, transportasi baru	mengenakan	tarif yang cukup mahal, sehingga orang2 yang naik adalah yang berpenghasilan tinggi / berpendidikan, yang otomatis memiliki kesadaran lebih tinggi untuk menjaga lingkungan dan fasilitas publik.	Kecuali, transportasi baru <m>mengenakan</m> tarif yang cukup mahal, sehingga orang2 yang naik adalah yang berpenghasilan tinggi / berpendidikan, yang otomatis memiliki kesadaran lebih tinggi untuk menjaga lingkungan dan fasilitas publik.	impose
ind_mixed_2012_1M	784493	Hal ini disebabkan pemerintah	mengenakan	tarif yang cukup tinggi bagi cukai rokok.	Hal ini disebabkan pemerintah <m>mengenakan</m> tarif yang cukup tinggi bagi cukai rokok.	impose
ind_mixed_2012_1M	426920	Terhadap kader-kader Golkar yang membangkang, dan kebetulan duduk di DPR, Hatta mengingatkan akan	mengenakan	teguran tertulis, jika dinilai tidak mengindahkan teguran lisan.	Terhadap kader-kader Golkar yang membangkang, dan kebetulan duduk di DPR, Hatta mengingatkan akan <m>mengenakan</m> teguran tertulis, jika dinilai tidak mengindahkan teguran lisan.	impose
ind_mixed_2012_1M	32904	Untuk mengantisipasi, Departemen Perindustrian (Depperin) mengusulkan ke pemerintah daerah (pemda) supaya tak	mengenakan	titik maksimal.	Untuk mengantisipasi, Departemen Perindustrian (Depperin) mengusulkan ke pemerintah daerah (pemda) supaya tak <m>mengenakan</m> titik maksimal.	impose
ind_mixed_2012_1M	151329	0 Comment È Kejenuhan Pengungsi Merapi: Sumbangan Majalah Salah Satu Alternatifnya Hidup dipengungsian sungguh tidak	mengenakan	, berbaur dengan ratusan orang bahkan ribuan dengan berbagai karakter dan watak.	0 Comment È Kejenuhan Pengungsi Merapi: Sumbangan Majalah Salah Satu Alternatifnya Hidup dipengungsian sungguh tidak <m>mengenakan</m>, berbaur dengan ratusan orang bahkan ribuan dengan berbagai karakter dan watak.	typo_mengenakkan
ind_mixed_2012_1M	676702	Foto, desain, motif yang ditemukan beberapa cara untuk tidak	mengenakan	!	Foto, desain, motif yang ditemukan beberapa cara untuk tidak <m>mengenakan</m>!	typo_mengenakkan
ind_mixed_2012_1M	47014	Setelah itu dia mulai mendapatkan mimpi-mimpi yang aneh dan sering mendengar suara-suara yang tak	mengenakan	.	Setelah itu dia mulai mendapatkan mimpi-mimpi yang aneh dan sering mendengar suara-suara yang tak <m>mengenakan</m>.	typo_mengenakkan
ind_mixed_2012_1M	260921	Dan kepulangan mereka pada hari itu, benar-benar sudah menciptakan suasana yang sangat tidak	mengenakan	bagi orang-orang rumah khususnya Oom Bambang.	Dan kepulangan mereka pada hari itu, benar-benar sudah menciptakan suasana yang sangat tidak <m>mengenakan</m> bagi orang-orang rumah khususnya Oom Bambang.	typo_mengenakkan
ind_mixed_2012_1M	463847	Demikian percakapan awal yang tidak	mengenakan	dan akhirnya saya tidak mau berlama-lama di hotel tersebut dan saya bilang kepada Rin.	Demikian percakapan awal yang tidak <m>mengenakan</m> dan akhirnya saya tidak mau berlama-lama di hotel tersebut dan saya bilang kepada Rin.	typo_mengenakkan
ind_mixed_2012_1M	49696	Pria yang rumahnya berbatasan langsung dengan tanggul penahan lumpur Lapindo itu juga mendapatkan perlakuan yang tidak	mengenakan	dari pihak rumah sakit ketika dirinya dan keluarga bertanya mengenai kondisi kesehatan Waras.	Pria yang rumahnya berbatasan langsung dengan tanggul penahan lumpur Lapindo itu juga mendapatkan perlakuan yang tidak <m>mengenakan</m> dari pihak rumah sakit ketika dirinya dan keluarga bertanya mengenai kondisi kesehatan Waras.	typo_mengenakkan
ind_mixed_2012_1M	27101	Velli takut terjadi hal yang tidak	mengenakan	di bandnya atau keluarganya.	Velli takut terjadi hal yang tidak <m>mengenakan</m> di bandnya atau keluarganya.	typo_mengenakkan
ind_mixed_2012_1M	307041	Kami mohon maaf sedalam-dalamnya seumpama ada kata-kata yang salah atau tidak	mengenakan	hati.	Kami mohon maaf sedalam-dalamnya seumpama ada kata-kata yang salah atau tidak <m>mengenakan</m> hati.	typo_mengenakkan
ind_mixed_2012_1M	420300	Siti juga bisa membaca gelagat yang bakalan tidak	mengenakan	tidak diambil salah jika diambil juga salah.	Siti juga bisa membaca gelagat yang bakalan tidak <m>mengenakan</m> tidak diambil salah jika diambil juga salah.	typo_mengenakkan
ind_mixed_2012_1M	4181	Mereka akan memerintahkan, perempuan kami, gadis-gadis kami pakai, mereka juga akan menghapus perempuan dari gadis-gadis kami bahwa mereka akan	mengenakan	, hal-hal seperti itu tidak bisa!	Mereka akan memerintahkan, perempuan kami, gadis-gadis kami pakai, mereka juga akan menghapus perempuan dari gadis-gadis kami bahwa mereka akan <m>mengenakan</m>, hal-hal seperti itu tidak bisa!	unclear
ind_mixed_2012_1M	977532	"Bagi dia ke dalam dirinya, aku berkata, bahwa gadis muda, saya berkata, ""100% bersumpah demi Allah bisa mengatakan bahwa Anda inginkan untuk yang memakai Anda tidak, para perancang mode Eropa ingin"	mengenakan	""" ""."	"Bagi dia ke dalam dirinya, aku berkata, bahwa gadis muda, saya berkata, ""100% bersumpah demi Allah bisa mengatakan bahwa Anda inginkan untuk yang memakai Anda tidak, para perancang mode Eropa ingin <m>mengenakan</m>"" ""."	unclear
ind_mixed_2012_1M	920897	Plan nak	mengenakan	balik geng MSC dah sikit punya cun!	Plan nak <m>mengenakan</m> balik geng MSC dah sikit punya cun!	unclear
ind_mixed_2012_1M	92284	Perubahan pada salah satu anak laki-laki, imam bahwa anak yang	mengenakan	gudang lembar.	Perubahan pada salah satu anak laki-laki, imam bahwa anak yang <m>mengenakan</m> gudang lembar.	unclear
ind_mixed_2012_1M	475258	Wanita dipaksa tinggal dalam rumah, jika mau keluar harus	mengenakan	"""kurungan"" agar tidak menjadi pendosa bagi pria."	"Wanita dipaksa tinggal dalam rumah, jika mau keluar harus <m>mengenakan</m> ""kurungan"" agar tidak menjadi pendosa bagi pria."	wear
ind_mixed_2012_1M	632987	Kami menutup diri kami dengan sopan dari leher sampai pergelangan kaki	mengenakan	"""shalwar kameeze"" dari Punjab - jubah longgar dan celana panjang yang ujungnya terkumpul di pergelangan kaki."	"Kami menutup diri kami dengan sopan dari leher sampai pergelangan kaki <m>mengenakan</m> ""shalwar kameeze"" dari Punjab - jubah longgar dan celana panjang yang ujungnya terkumpul di pergelangan kaki."	wear
ind_mixed_2012_1M	803583	Aku sendiri	mengenakan	2 lapis kaos, 2 lapis jaket, 2 lapis kaos kaki, sepatu, gaiter, balaclava, masker, kacamata hitam, dan tongkat.	Aku sendiri <m>mengenakan</m> 2 lapis kaos, 2 lapis jaket, 2 lapis kaos kaki, sepatu, gaiter, balaclava, masker, kacamata hitam, dan tongkat.	wear
ind_mixed_2012_1M	904626	Matanya pun seolah terusik dengan tatapan tajam yang berasal dari seorang gadis yang	mengenakan	almamater sebuah universitas dikota ini.	Matanya pun seolah terusik dengan tatapan tajam yang berasal dari seorang gadis yang <m>mengenakan</m> almamater sebuah universitas dikota ini.	wear
ind_mixed_2012_1M	784334	Tak lupa pula aku	mengenakan	anting hadian ulang tahun dari orang tuaku, dan sebagai aksesori terakhir yang kubawa, beberapa kondom.	Tak lupa pula aku <m>mengenakan</m> anting hadian ulang tahun dari orang tuaku, dan sebagai aksesori terakhir yang kubawa, beberapa kondom.	wear
ind_mixed_2012_1M	532168	""" Seorang bos terheran-heran melihat seorang pegawainya"	mengenakan	anting-anting di telinga Padahal sang bos sangat mengenal pegawainya yang sangat kuno dalam hal kesehariannya.	""" Seorang bos terheran-heran melihat seorang pegawainya <m>mengenakan</m> anting-anting di telinga Padahal sang bos sangat mengenal pegawainya yang sangat kuno dalam hal kesehariannya."	wear
ind_mixed_2012_1M	938531	Rambutnya digelung tinggi dan dihias tusuk sanggul terbuat dari emas permata, kedua pergelangan tangannya terhias gelang kemala yang mahal harganya, kedua telinganya	mengenakan	anting-anting terbuat dari emas permata pula.	Rambutnya digelung tinggi dan dihias tusuk sanggul terbuat dari emas permata, kedua pergelangan tangannya terhias gelang kemala yang mahal harganya, kedua telinganya <m>mengenakan</m> anting-anting terbuat dari emas permata pula.	wear
ind_mixed_2012_1M	72813	Dia membuka tali bath tub yang sedang dipakainya sehingga terlihat dibalik itu dia tidak	mengenakan	apa apa.	Dia membuka tali bath tub yang sedang dipakainya sehingga terlihat dibalik itu dia tidak <m>mengenakan</m> apa apa.	wear
ind_mixed_2012_1M	890760	Saya belum	mengenakan	apa apa.	Saya belum <m>mengenakan</m> apa apa.	wear
ind_mixed_2012_1M	897047	Karena saya tahu Rxxxx dibalik rok yg mini itu tidak	mengenakan	apa apa.	Karena saya tahu Rxxxx dibalik rok yg mini itu tidak <m>mengenakan</m> apa apa.	wear
